chrom	exonStarts	exonEnds	cdsStart	cdsEnd	strand	exon_count	txStart	txEnd	mature_mRNA_Length	Name	ID
chr11	64898362	64898437	64898437	64898437	-	1	64898362	64898437	75	MIR6750	NR_106808.1
chr11	64902386	64902455	64902455	64902455	-	1	64902386	64902455	69	MIR6749	NR_106807.1
chr11	65018504	65018570	65018570	65018570	+	1	65018504	65018570	66	MIR6879	NR_106939.1
chr11	65129915	65129978	65129978	65129978	-	1	65129915	65129978	63	MIR6751	NR_106809.1
chr11	65444457	65444557	65444557	65444557	+	1	65444457	65444557	100	MIR612	NR_030343.1
chr11	65636309	65636369	65636369	65636369	+	1	65636309	65636369	60	MIR4690	NR_039839.1
chr11	65649191	65649253	65649253	65649253	+	1	65649191	65649253	62	MIR4489	NR_039709.1
chr11	66934433	66934506	66934506	66934506	-	1	66934433	66934506	73	MIR3163	NR_036121.1
chr11	67045642	67045708	67045708	67045708	+	1	67045642	67045708	66	MIR6860	NR_106920.1
chr11	67490244	67490315	67490315	67490315	+	1	67490244	67490315	71	MIR6752	NR_106810.1
chr11	68032863	68032922	68032922	68032922	+	1	68032863	68032922	59	MIR7113	NR_106963.1
chr11	68033896	68033981	68033981	68033981	+	1	68033896	68033981	85	MIR4691	NR_039840.1
chr11	68044793	68044957	68044957	68044957	+	1	68044793	68044957	164	MIR6753	NR_106811.1
chr11	69083175	69083258	69083258	69083258	+	1	69083175	69083258	83	MIR3164	NR_036122.1
chr11	70283954	70284070	70284070	70284070	+	1	70283954	70284070	116	MIR548K	NR_031624.1
chr11	70872269	70872368	70872368	70872368	-	1	70872269	70872368	99	MIR3664	NR_037437.1
chr11	71473502	71473568	71473568	71473568	+	1	71473502	71473568	66	MIR6754	NR_106812.1
chr11	72072227	72072302	72072302	72072302	-	1	72072227	72072302	75	MIR3165	NR_036123.1
chr11	72615062	72615130	72615130	72615130	-	1	72615062	72615130	68	MIR139	NR_029603.1
chr11	72783529	72783592	72783592	72783592	+	1	72783529	72783592	63	MIR4692	NR_039841.1
chr11	74399236	74399333	74399333	74399333	+	1	74399236	74399333	97	MIR548AL	NR_039710.1
chr11	74720267	74720337	74720337	74720337	-	1	74720267	74720337	70	MIR4696	NR_039845.1
chr11	75335091	75335186	75335186	75335186	-	1	75335091	75335186	95	MIR326	NR_029891.1
chr11	79402021	79402109	79402109	79402109	-	1	79402021	79402109	88	MIR708	NR_030598.1
chr11	79422168	79422226	79422226	79422226	-	1	79422168	79422226	58	MIR5579	NR_049841.1
chr11	81890740	81890836	81890836	81890836	-	1	81890740	81890836	96	MIR4300	NR_036186.1
chr11	86278332	86278398	86278398	86278398	+	1	86278332	86278398	66	MIR6755	NR_106813.1
chr11	88176501	88176593	88176593	88176593	+	1	88176501	88176593	92	MIR3166	NR_036124.1
chr11	90555773	90555857	90555857	90555857	-	1	90555773	90555857	84	MIR4490	NR_039711.1
chr11	90869120	90869202	90869202	90869202	-	1	90869120	90869202	82	MIR1261	NR_031663.1
chr11	93733673	93733764	93733764	93733764	-	1	93733673	93733764	91	MIR1304	NR_031639.1
chr11	94466494	94466580	94466580	94466580	-	1	94466494	94466580	86	MIR548L	NR_031630.1
chr11	96341437	96341526	96341526	96341526	+	1	96341437	96341526	89	MIR1260B	NR_036125.1
chr11	101519819	101519905	101519905	101519905	-	1	101519819	101519905	86	MIR3920	NR_037485.1
chr11	103849905	103849980	103849980	103849980	+	1	103849905	103849980	75	MIR4693	NR_039842.1
chr11	111347756	111347824	111347824	111347824	+	1	111347756	111347824	68	MIR4491	NR_039712.1
chr11	111512937	111513021	111513021	111513021	+	1	111512937	111513021	84	MIR34B	NR_029839.1
chr11	111513438	111513515	111513515	111513515	+	1	111513438	111513515	77	MIR34C	NR_029840.1
chr11	113450022	113450088	113450088	113450088	-	1	113450022	113450088	66	MIR4301	NR_036183.1
chr11	118643999	118644079	118644079	118644079	+	1	118643999	118644079	80	MIR6716	NR_106773.1
chr11	118910707	118910787	118910787	118910787	+	1	118910707	118910787	80	MIR4492	NR_039713.1
chr11	119312949	119313012	119313012	119313012	-	1	119312949	119313012	63	MIR6756	NR_106814.1
chr11	122099756	122099844	122099844	122099844	-	1	122099756	122099844	88	MIR125B1	NR_029671.1
chr11	122146521	122146593	122146593	122146593	-	1	122146521	122146593	72	MIRLET7A2	NR_029477.1
chr11	122152102	122152156	122152156	122152156	-	1	122152102	122152156	54	MIR10526	NR_162117.1
chr11	122152228	122152308	122152308	122152308	-	1	122152228	122152308	80	MIR100	NR_029515.1
chr11	123381439	123381512	123381512	123381512	-	1	123381439	123381512	73	MIR4493	NR_039714.1
chr11	126988457	126988542	126988542	126988542	-	1	126988457	126988542	85	MIR3167	NR_036126.1
chr11	128522389	128522449	128522449	128522449	+	1	128522389	128522449	60	MIR6090	NR_106738.1
chr11	130666734	130666803	130666803	130666803	+	1	130666734	130666803	69	MIR8052	NR_107019.1
chr11	133898503	133898581	133898581	133898581	-	1	133898503	133898581	78	MIR4697	NR_039846.1
chr12	1660314	1660380	1660380	1660380	-	1	1660314	1660380	66	MIR3649	NR_037422.1
chr12	6963698	6963766	6963766	6963766	+	1	6963698	6963766	68	MIR200C	NR_029779.1
chr12	6964096	6964191	6964191	6964191	+	1	6964096	6964191	95	MIR141	NR_029682.1
chr12	9239466	9239551	9239551	9239551	-	1	9239466	9239551	85	MIR1244-3	NR_036263.1
chr12	12111951	12112036	12112036	12112036	+	1	12111951	12112036	85	MIR1244-4	NR_128710.1
chr12	12764648	12764743	12764743	12764743	+	1	12764648	12764743	95	MIR613	NR_030344.1
chr12	12915828	12915918	12915918	12915918	+	1	12915828	12915918	90	MIR614	NR_030345.1
chr12	17673298	17673394	17673394	17673394	+	1	17673298	17673394	96	MIR3974	NR_039770.1
chr12	24212420	24212495	24212495	24212495	+	1	24212420	24212495	75	MIR920	NR_030625.1
chr12	25874019	25874079	25874079	25874079	-	1	25874019	25874079	60	MIR4302	NR_036188.1
chr12	42323699	42323859	42323859	42323859	-	1	42323699	42323859	160	MIR7851	NR_107005.1
chr12	47187811	47187891	47187891	47187891	+	1	47187811	47187891	80	MIR4698	NR_039847.1
chr12	47364185	47364269	47364269	47364269	-	1	47364185	47364269	84	MIR4494	NR_039715.1
chr12	48132796	48132867	48132867	48132867	+	1	48132796	48132867	71	MIR6505	NR_106760.1
chr12	48654443	48654530	48654530	48654530	-	1	48654443	48654530	87	MIR1291	NR_031623.1
chr12	48771974	48772037	48772037	48772037	-	1	48771974	48772037	63	MIR4701	NR_039850.2
chr12	50234141	50234212	50234212	50234212	-	1	50234141	50234212	71	MIR1293	NR_031625.1
chr12	52898888	52898984	52898984	52898984	-	1	52898888	52898984	96	MIR9898	NR_162090.1
chr12	53056943	53057012	53057012	53057012	+	1	53056943	53057012	69	MIR6757	NR_106815.1
chr12	53991737	53991847	53991847	53991847	+	1	53991737	53991847	110	MIR196A2	NR_029617.1
chr12	54033949	54034045	54034045	54034045	+	1	54033949	54034045	96	MIR615	NR_030753.1
chr12	54231396	54231476	54231476	54231476	-	1	54231396	54231476	80	MIR3198-2	NR_039851.1
chr12	54337215	54337314	54337314	54337314	+	1	54337215	54337314	99	MIR148B	NR_029894.1
chr12	57194503	57194576	57194576	57194576	+	1	57194503	57194576	73	MIR1228	NR_031597.1
chr12	57512687	57512750	57512750	57512750	+	1	57512687	57512750	63	MIR6758	NR_106816.1
chr12	57519162	57519259	57519259	57519259	-	1	57519162	57519259	97	MIR616	NR_030346.1
chr12	57748617	57748682	57748682	57748682	-	1	57748617	57748682	65	MIR6759	NR_106817.1
chr12	57824608	57824692	57824692	57824692	-	1	57824608	57824692	84	MIR26A2	NR_029847.1
chr12	62260358	62260454	62260454	62260454	+	1	62260358	62260454	96	MIR6125	NR_106740.1
chr12	62603685	62603769	62603769	62603769	+	1	62603685	62603769	84	MIRLET7I	NR_029661.1
chr12	63823662	63823727	63823727	63823727	+	1	63823662	63823727	65	MIR10527	NR_162118.1
chr12	64622508	64622605	64622605	64622605	-	1	64622508	64622605	97	MIR548Z	NR_037515.1
chr12	64622508	64622605	64622605	64622605	+	1	64622508	64622605	97	MIR548C	NR_030347.1
chr12	66023619	66023726	66023726	66023726	-	1	66023619	66023726	107	MIR6074	NR_106722.1
chr12	66251081	66251157	66251157	66251157	+	1	66251081	66251157	76	MIR6502	NR_106757.1
chr12	69273156	69273218	69273218	69273218	-	1	69273156	69273218	62	MIR1279	NR_031692.1
chr12	69584721	69584823	69584823	69584823	-	1	69584721	69584823	102	MIR3913-1	NR_037475.1
chr12	69584722	69584822	69584822	69584822	+	1	69584722	69584822	100	MIR3913-2	NR_037476.1
chr12	79419256	79419321	79419321	79419321	+	1	79419256	79419321	65	MIR1252	NR_031700.1
chr12	80832532	80832629	80832629	80832629	-	1	80832532	80832629	97	MIR617	NR_030348.1
chr12	80935735	80935833	80935833	80935833	-	1	80935735	80935833	98	MIR618	NR_030349.1
chr12	81158387	81158461	81158461	81158461	+	1	81158387	81158461	74	MIR4699	NR_039848.1
chr12	86745067	86745149	86745149	86745149	-	1	86745067	86745149	82	MIR3059	NR_162123.1
chr12	94561788	94561859	94561859	94561859	+	1	94561788	94561859	71	MIR5700	NR_049885.1
chr12	94571230	94571352	94571352	94571352	-	1	94571230	94571352	122	MIR7844	NR_106998.1
chr12	94834397	94834513	94834513	94834513	+	1	94834397	94834513	116	MIR492	NR_030171.1
chr12	95308419	95308513	95308513	95308513	+	1	95308419	95308513	94	MIR331	NR_029895.1
chr12	95309922	95309984	95309984	95309984	+	1	95309922	95309984	62	MIR3685	NR_037456.1
chr12	97491908	97491978	97491978	97491978	+	1	97491908	97491978	70	MIR1251	NR_031653.1
chr12	97563811	97563911	97563911	97563911	+	1	97563811	97563911	100	MIR135A2	NR_029678.1
chr12	97939055	97939121	97939121	97939121	-	1	97939055	97939121	66	MIR4495	NR_039716.1
chr12	97995382	97995448	97995448	97995448	-	1	97995382	97995448	66	MIR4303	NR_036189.1
chr12	100189883	100189949	100189949	100189949	+	1	100189883	100189949	66	MIR1827	NR_031728.1
chr12	103930424	103930555	103930555	103930555	+	1	103930424	103930555	131	MIR3652	NR_037425.1
chr12	104591632	104591716	104591716	104591716	+	1	104591632	104591716	84	MIR3922	NR_037487.1
chr12	108635809	108635870	108635870	108635870	+	1	108635809	108635870	61	MIR4496	NR_039717.1
chr12	108836907	108837006	108837006	108837006	-	1	108836907	108837006	99	MIR619	NR_030350.1
chr12	109833347	109833436	109833436	109833436	+	1	109833347	109833436	89	MIR4497	NR_039718.1
chr12	111304141	111304209	111304209	111304209	+	1	111304141	111304209	68	MIR6760	NR_106818.1
chr12	111799833	111799905	111799905	111799905	+	1	111799833	111799905	72	MIR6761	NR_106819.1
chr12	112037598	112037715	112037715	112037715	-	1	112037598	112037715	117	MIR3657	NR_037430.1
chr12	112163257	112163321	112163321	112163321	-	1	112163257	112163321	64	MIR6861	NR_106921.1
chr12	112695033	112695176	112695176	112695176	-	1	112695033	112695176	143	MIR1302-1	NR_031631.1
chr12	113159112	113159177	113159177	113159177	-	1	113159112	113159177	65	MIR7106	NR_106956.1
chr12	113291522	113291608	113291608	113291608	+	1	113291522	113291608	86	MIR6762	NR_106820.1
chr12	116148559	116148654	116148654	116148654	-	1	116148559	116148654	95	MIR620	NR_030351.1
chr12	116428251	116428318	116428318	116428318	-	1	116428251	116428318	67	MIR4472-2	NR_039683.1
chr12	119713633	119713724	119713724	119713724	-	1	119713633	119713724	91	MIR1178	NR_031589.1
chr12	120155433	120155499	120155499	120155499	-	1	120155433	120155499	66	MIR4498	NR_039719.1
chr12	120723192	120723266	120723266	120723266	+	1	120723192	120723266	74	MIR4700	NR_039849.1
chr12	121444272	121444352	121444352	121444352	-	1	121444272	121444352	80	MIR7107	NR_106957.1
chr12	122695906	122695999	122695999	122695999	-	1	122695906	122695999	93	MIR9902-1	NR_162094.1
chr12	122709331	122709424	122709424	122709424	-	1	122709331	122709424	93	MIR9902-2	NR_162150.1
chr12	123010666	123010728	123010728	123010728	-	1	123010666	123010728	62	MIR4304	NR_036187.1
chr12	123364763	123364843	123364843	123364843	-	1	123364763	123364843	80	MIR8072	NR_107039.1
chr12	123536408	123536534	123536534	123536534	+	1	123536408	123536534	126	MIR3908	NR_037470.1
chr12	124337180	124337242	124337242	124337242	-	1	124337180	124337242	62	MIR6880	NR_106940.1
chr12	124915546	124915659	124915659	124915659	+	1	124915546	124915659	113	MIR5188	NR_049820.1
chr12	128294091	128294178	128294178	128294178	+	1	128294091	128294178	87	MIR3612	NR_037406.1
chr12	132581996	132582061	132582061	132582061	+	1	132581996	132582061	65	MIR6763	NR_106821.1
chr13	20433777	20433846	20433846	20433846	-	1	20433777	20433846	69	MIR4499	NR_039721.1
chr13	24162415	24162504	24162504	24162504	+	1	24162415	24162504	89	MIR2276	NR_031753.1
chr13	39664033	39664135	39664135	39664135	-	1	39664033	39664135	102	MIR4305	NR_036190.1
chr13	40727815	40727887	40727887	40727887	-	1	40727815	40727887	72	MIR320D1	NR_031723.2
chr13	40810765	40810861	40810861	40810861	+	1	40810765	40810861	96	MIR621	NR_030352.1
chr13	41101018	41101100	41101100	41101100	-	1	41101018	41101100	82	MIR3168	NR_036127.1
chr13	41568285	41568395	41568395	41568395	-	1	41568285	41568395	110	MIR5006	NR_049803.1
chr13	44196128	44196200	44196200	44196200	-	1	44196128	44196200	72	MIR8079	NR_107046.1
chr13	49996414	49996501	49996501	49996501	-	1	49996414	49996501	87	MIR3613	NR_037407.1
chr13	50048972	50049061	50049061	50049061	-	1	50048972	50049061	89	MIR16-1	NR_029486.1
chr13	50049118	50049201	50049201	50049201	-	1	50049118	50049201	83	MIR15A	NR_029485.1
chr13	51348566	51348639	51348639	51348639	-	1	51348566	51348639	73	MIR5693	NR_049878.1
chr13	51552588	51552667	51552667	51552667	+	1	51552588	51552667	79	MIR4703	NR_039852.1
chr13	52810049	52810140	52810140	52810140	+	1	52810049	52810140	91	MIR759	NR_031582.1
chr13	54311971	54312048	54312048	54312048	-	1	54311971	54312048	77	MIR1297	NR_031628.1
chr13	55174453	55174548	55174548	55174548	+	1	55174453	55174548	95	MIR5007	NR_049804.1
chr13	61199797	61199880	61199880	61199880	-	1	61199797	61199880	83	MIR3169	NR_036128.1
chr13	65966329	65966429	65966429	65966429	-	1	65966329	65966429	100	MIR548X2	NR_039692.1
chr13	66218249	66218324	66218324	66218324	+	1	66218249	66218324	75	MIR4704	NR_039853.1
chr13	77698011	77698116	77698116	77698116	-	1	77698011	77698116	105	MIR3665	NR_037438.1
chr13	87618664	87618740	87618740	87618740	-	1	87618664	87618740	76	MIR4500	NR_039722.1
chr13	90231181	90231277	90231277	90231277	+	1	90231181	90231277	96	MIR622	NR_030754.1
chr13	91350604	91350688	91350688	91350688	+	1	91350604	91350688	84	MIR17	NR_029487.1
chr13	91350750	91350821	91350821	91350821	+	1	91350750	91350821	71	MIR18A	NR_029488.1
chr13	91350890	91350972	91350972	91350972	+	1	91350890	91350972	82	MIR19A	NR_029489.1
chr13	91351064	91351135	91351135	91351135	+	1	91351064	91351135	71	MIR20A	NR_029492.1
chr13	91351191	91351278	91351278	91351278	+	1	91351191	91351278	87	MIR19B1	NR_029490.1
chr13	91351313	91351391	91351391	91351391	+	1	91351313	91351391	78	MIR92A1	NR_029508.1
chr13	92490162	92490220	92490220	92490220	+	1	92490162	92490220	58	MIR548AS	NR_049840.1
chr13	96427228	96427292	96427292	96427292	+	1	96427228	96427292	64	MIR4501	NR_039723.1
chr13	98208523	98208600	98208600	98208600	+	1	98208523	98208600	77	MIR3170	NR_036129.1
chr13	99356130	99356228	99356228	99356228	+	1	99356130	99356228	98	MIR623	NR_030353.1
chr13	99643058	99643149	99643149	99643149	+	1	99643058	99643149	91	MIR4306	NR_036191.1
chr13	101967641	101967746	101967746	101967746	-	1	101967641	101967746	105	MIR2681	NR_039603.1
chr13	102045933	102046004	102046004	102046004	-	1	102045933	102046004	71	MIR4705	NR_039854.1
chr13	107531170	107531248	107531248	107531248	-	1	107531170	107531248	78	MIR1267	NR_031671.1
chr13	110340957	110341029	110341029	110341029	+	1	110340957	110341029	72	MIR8073	NR_107040.1
chr13	113262919	113262999	113262999	113262999	+	1	113262919	113262999	80	MIR8075	NR_107042.1
chr13	114244504	114244561	114244561	114244561	+	1	114244504	114244561	57	MIR548AR	NR_049839.1
chr13	114273827	114273908	114273908	114273908	+	1	114273827	114273908	81	MIR4502	NR_039724.1
chr14	21023313	21023386	21023386	21023386	-	1	21023313	21023386	73	MIR6717	NR_106774.1
chr14	22956949	22957029	22957029	22957029	-	1	22956949	22957029	80	MIR4707	NR_039856.1
chr14	23388595	23388666	23388666	23388666	-	1	23388595	23388666	71	MIR208A	NR_029595.1
chr14	23417986	23418063	23418063	23418063	-	1	23417986	23418063	77	MIR208B	NR_030624.1
chr14	24143488	24143565	24143565	24143565	-	1	24143488	24143565	77	MIR7703	NR_106990.1
chr14	26908641	26908725	26908725	26908725	+	1	26908641	26908725	84	MIR4307	NR_036193.1
chr14	27633204	27633278	27633278	27633278	-	1	27633204	27633278	74	MIR3171	NR_130461.1
chr14	31014645	31014742	31014742	31014742	-	1	31014645	31014742	97	MIR624	NR_030354.1
chr14	36952308	36952391	36952391	36952391	-	1	36952308	36952391	83	MIR4503	NR_039725.1
chr14	47760994	47761104	47761104	47761104	-	1	47760994	47761104	110	MIR548Y	NR_037503.1
chr14	49966398	49966511	49966511	49966511	+	1	49966398	49966511	113	MIR6076	NR_106724.1
chr14	50299854	50299946	50299946	50299946	-	1	50299854	50299946	92	MIR4504	NR_039726.1
chr14	53948426	53948484	53948484	53948484	-	1	53948426	53948484	58	MIR5580	NR_049843.1
chr14	54878112	54878193	54878193	54878193	-	1	54878112	54878193	81	MIR4308	NR_036194.1
chr14	59646961	59647020	59647020	59647020	-	1	59646961	59647020	59	MIR5586	NR_049851.1
chr14	60648647	60648711	60648711	60648711	+	1	60648647	60648711	64	MIR9718	NR_162089.1
chr14	64095023	64095125	64095125	64095125	-	1	64095023	64095125	102	MIR548H1	NR_031677.1
chr14	64785625	64785686	64785686	64785686	-	1	64785625	64785686	61	MIR7855	NR_107009.1
chr14	65044687	65044769	65044769	65044769	+	1	65044687	65044769	82	MIR4706	NR_039855.1
chr14	65335116	65335183	65335183	65335183	-	1	65335116	65335183	67	MIR4708	NR_039857.1
chr14	65471101	65471186	65471186	65471186	+	1	65471101	65471186	85	MIR625	NR_030355.1
chr14	67441854	67441930	67441930	67441930	-	1	67441854	67441930	76	MIR5694	NR_049879.1
chr14	72516819	72516898	72516898	72516898	+	1	72516819	72516898	79	MIR7843	NR_106994.1
chr14	73758746	73758819	73758819	73758819	+	1	73758746	73758819	73	MIR4505	NR_039727.1
chr14	74480132	74480204	74480204	74480204	-	1	74480132	74480204	72	MIR4709	NR_039858.1
chr14	77266217	77266290	77266290	77266290	+	1	77266217	77266290	73	MIR1260A	NR_031661.1
chr14	93948225	93948302	93948302	93948302	-	1	93948225	93948302	77	MIR4506	NR_039728.1
chr14	95137918	95137986	95137986	95137986	-	1	95137918	95137986	68	MIR3173	NR_036131.1
chr14	100109418	100109514	100109514	100109514	-	1	100109418	100109514	96	MIR151B	NR_039601.1
chr14	100109654	100109753	100109753	100109753	+	1	100109654	100109753	99	MIR342	NR_029888.1
chr14	100277356	100277417	100277417	100277417	+	1	100277356	100277417	61	MIR6764	NR_106822.1
chr14	100307858	100307956	100307956	100307956	+	1	100307858	100307956	98	MIR345	NR_029906.1
chr14	100814490	100814574	100814574	100814574	+	1	100814490	100814574	84	MIR2392	NR_039729.1
chr14	100852389	100852487	100852487	100852487	+	1	100852389	100852487	98	MIR770	NR_030528.1
chr14	100869059	100869148	100869148	100869148	+	1	100869059	100869148	89	MIR493	NR_030172.1
chr14	100874492	100874585	100874585	100874585	+	1	100874492	100874585	93	MIR337	NR_029889.1
chr14	100875032	100875104	100875104	100875104	+	1	100875032	100875104	72	MIR665	NR_030617.1
chr14	100881006	100881120	100881120	100881120	+	1	100881006	100881120	114	MIR431	NR_029965.1
chr14	100881885	100881978	100881978	100881978	+	1	100881885	100881978	93	MIR433	NR_029966.1
chr14	100882978	100883075	100883075	100883075	+	1	100882978	100883075	97	MIR127	NR_029696.1
chr14	100884482	100884576	100884576	100884576	+	1	100884482	100884576	94	MIR432	NR_030173.1
chr14	100884701	100884783	100884783	100884783	+	1	100884701	100884783	82	MIR136	NR_029699.1
chr14	100911138	100911213	100911213	100911213	+	1	100911138	100911213	75	MIR370	NR_029863.1
chr14	101022065	101022132	101022132	101022132	+	1	101022065	101022132	67	MIR379	NR_029871.1
chr14	101023324	101023420	101023420	101023420	+	1	101023324	101023420	96	MIR411	NR_030389.1
chr14	101023793	101023856	101023856	101023856	+	1	101023793	101023856	63	MIR299	NR_029841.1
chr14	101025016	101025077	101025077	101025077	+	1	101025016	101025077	61	MIR380	NR_029872.1
chr14	101025563	101025651	101025651	101025651	+	1	101025563	101025651	88	MIR1197	NR_031713.1
chr14	101025731	101025817	101025817	101025817	+	1	101025731	101025817	86	MIR323A	NR_029890.1
chr14	101026019	101026107	101026107	101026107	+	1	101026019	101026107	88	MIR758	NR_030406.1
chr14	101026784	101026864	101026864	101026864	+	1	101026784	101026864	80	MIR329-1	NR_029967.1
chr14	101027099	101027183	101027183	101027183	+	1	101027099	101027183	84	MIR329-2	NR_029968.1
chr14	101029633	101029714	101029714	101029714	+	1	101029633	101029714	81	MIR494	NR_030174.1
chr14	101030051	101030129	101030129	101030129	+	1	101030051	101030129	78	MIR1193	NR_036132.1
chr14	101031986	101032064	101032064	101032064	+	1	101031986	101032064	78	MIR543	NR_030619.1
chr14	101033754	101033836	101033836	101033836	+	1	101033754	101033836	82	MIR495	NR_030175.1
chr14	101039689	101039755	101039755	101039755	+	1	101039689	101039755	66	MIR376C	NR_029861.1
chr14	101040068	101040148	101040148	101040148	+	1	101040068	101040148	80	MIR376A2	NR_030266.1
chr14	101040218	101040299	101040299	101040299	+	1	101040218	101040299	81	MIR654	NR_030390.1
chr14	101040435	101040535	101040535	101040535	+	1	101040435	101040535	100	MIR376B	NR_030157.1
chr14	101040781	101040849	101040849	101040849	+	1	101040781	101040849	68	MIR376A1	NR_029868.1
chr14	101041362	101041445	101041445	101041445	+	1	101041362	101041445	83	MIR300	NR_030582.1
chr14	101042976	101043062	101043062	101043062	+	1	101042976	101043062	86	MIR1185-1	NR_031575.1
chr14	101044197	101044283	101044283	101044283	+	1	101044197	101044283	86	MIR1185-2	NR_031571.1
chr14	101045919	101045994	101045994	101045994	+	1	101045919	101045994	75	MIR381	NR_029873.1
chr14	101046454	101046538	101046538	101046538	+	1	101046454	101046538	84	MIR487B	NR_030267.1
chr14	101047320	101047398	101047398	101047398	+	1	101047320	101047398	78	MIR539	NR_030256.1
chr14	101047900	101047979	101047979	101047979	+	1	101047900	101047979	79	MIR889	NR_030595.1
chr14	101048657	101048748	101048748	101048748	+	1	101048657	101048748	91	MIR544A	NR_030257.1
chr14	101049549	101049646	101049646	101049646	+	1	101049549	101049646	97	MIR655	NR_030391.1
chr14	101052445	101052525	101052525	101052525	+	1	101052445	101052525	80	MIR487A	NR_030162.1
chr14	101054305	101054381	101054381	101054381	+	1	101054305	101054381	76	MIR382	NR_029874.1
chr14	101054686	101054759	101054759	101054759	+	1	101054686	101054759	73	MIR134	NR_029698.1
chr14	101055257	101055323	101055323	101055323	+	1	101055257	101055323	66	MIR668	NR_030408.1
chr14	101055418	101055491	101055491	101055491	+	1	101055418	101055491	73	MIR485	NR_030160.1
chr14	101056218	101056300	101056300	101056300	+	1	101056218	101056300	82	MIR323B	NR_036133.1
chr14	101059754	101059838	101059838	101059838	+	1	101059754	101059838	84	MIR154	NR_029704.1
chr14	101060572	101060674	101060674	101060674	+	1	101060572	101060674	102	MIR496	NR_030176.1
chr14	101062049	101062118	101062118	101062118	+	1	101062049	101062118	69	MIR377	NR_029869.1
chr14	101064494	101064578	101064578	101064578	+	1	101064494	101064578	84	MIR541	NR_030594.1
chr14	101065299	101065378	101065378	101065378	+	1	101065299	101065378	79	MIR409	NR_029975.1
chr14	101065446	101065537	101065537	101065537	+	1	101065446	101065537	91	MIR412	NR_030155.1
chr14	101065597	101065667	101065667	101065667	+	1	101065597	101065667	70	MIR369	NR_029862.1
chr14	101065911	101065991	101065991	101065991	+	1	101065911	101065991	80	MIR410	NR_030156.1
chr14	101066723	101066801	101066801	101066801	+	1	101066723	101066801	78	MIR656	NR_030392.1
chr14	101560286	101560422	101560422	101560422	-	1	101560286	101560422	136	MIR1247	NR_031649.1
chr14	102539643	102539726	102539726	102539726	+	1	102539643	102539726	83	MIR4309	NR_036192.1
chr14	104117404	104117514	104117514	104117514	+	1	104117404	104117514	110	MIR203A	NR_029620.1
chr14	104117417	104117503	104117503	104117503	-	1	104117417	104117503	86	MIR203B	NR_039859.1
chr14	104677693	104677749	104677749	104677749	-	1	104677693	104677749	56	MIR4710	NR_039860.1
chr14	104865313	104865411	104865411	104865411	+	1	104865313	104865411	98	MIR12121	NR_162135.1
chr14	105150777	105150864	105150864	105150864	-	1	105150777	105150864	87	MIR6765	NR_106823.1
chr14	105621115	105621180	105621180	105621180	+	1	105621115	105621180	65	MIR8071-1	NR_107038.1
chr14	105640167	105640232	105640232	105640232	+	1	105640167	105640232	65	MIR8071-2	NR_107059.1
chr14	105857512	105857572	105857572	105857572	-	1	105857512	105857572	60	MIR4539	NR_130468.1
chr14	105858123	105858175	105858175	105858175	-	1	105858123	105858175	52	MIR4507	NR_039730.1
chr14	105858164	105858242	105858242	105858242	-	1	105858164	105858242	78	MIR4538	NR_130467.1
chr14	105859483	105859553	105859553	105859553	-	1	105859483	105859553	70	MIR4537	NR_130466.1
chr14	106850884	106850999	106850999	106850999	-	1	106850884	106850999	115	MIR5195	NR_049827.1
chr15	20832794	20832869	20832869	20832869	+	1	20832794	20832869	75	MIR3118-2	NR_036062.2
chr15	20940251	20940333	20940333	20940333	+	1	20940251	20940333	82	MIR5701-1	NR_049886.1
chr15	21406384	21406459	21406459	21406459	+	1	21406384	21406459	75	MIR3118-3	NR_036063.2
chr15	21513958	21514040	21514040	21514040	+	1	21513958	21514040	82	MIR5701-2	NR_049895.1
chr15	21843749	21843824	21843824	21843824	+	1	21843749	21843824	75	MIR3118-4	NR_036134.1
chr15	21951241	21951323	21951323	21951323	+	1	21951241	21951323	82	MIR5701-3	NR_128721.1
chr15	22225277	22225329	22225329	22225329	-	1	22225277	22225329	52	MIR1268A	NR_031672.1
chr15	23197826	23197920	23197920	23197920	+	1	23197826	23197920	94	MIR4509-1	NR_039732.1
chr15	23562061	23562131	23562131	23562131	-	1	23562061	23562131	70	MIR4508	NR_039731.1
chr15	25848746	25848825	25848825	25848825	-	1	25848746	25848825	79	MIR4715	NR_039865.1
chr15	28426490	28426584	28426584	28426584	+	1	28426490	28426584	94	MIR4509-2	NR_039733.1
chr15	28490751	28490845	28490845	28490845	-	1	28490751	28490845	94	MIR4509-3	NR_039734.1
chr15	31065031	31065141	31065141	31065141	-	1	31065031	31065141	110	MIR211	NR_029624.1
chr15	34382068	34382150	34382150	34382150	-	1	34382068	34382150	82	MIR1233-1	NR_036050.1
chr15	34528289	34528371	34528371	34528371	-	1	34528289	34528371	82	MIR1233-2	NR_036261.1
chr15	35372255	35372364	35372364	35372364	-	1	35372255	35372364	109	MIR3942	NR_037507.1
chr15	35926855	35926923	35926923	35926923	+	1	35926855	35926923	68	MIR4510	NR_039735.1
chr15	36972820	36972901	36972901	36972901	-	1	36972820	36972901	81	MIR8063	NR_107030.1
chr15	41691584	41691678	41691678	41691678	+	1	41691584	41691678	94	MIR626	NR_030356.1
chr15	41866494	41866551	41866551	41866551	-	1	41866494	41866551	57	MIR4310	NR_036195.1
