hostgene_chrom,hostgene_TxStarts,hostgene_TxEnds,hostgene_cdsStart,hostgene_cdsEnd,hostgene_strand,hostgene_Name,hostgene_NCBI_ID,miR_chrom,miR_exonStarts,miR_exonEnds,miR_type,miR_name,miR_strand,gene_type,pre_mRNA_length
chr6,34236872,34246231,34240780,34244884,+,HMGA1,NM_001319081.2,chr6,34240673,34240736,miRNA_primary_transcript,hsa-mir-6835,+,protein-coding gene,9359.0
chr6,35468400,35470780,35468434,35470750,+,RPL10A,NM_007104.5,chr6,35470508,35470579,miRNA_primary_transcript,hsa-mir-7111,+,protein-coding gene,2380.0
chr6,41683977,41733853,41684598,41691213,-,TFEB,XM_005249411.2,chr6,41733554,41733610,miRNA_primary_transcript,hsa-mir-10398,-,protein-coding gene,49876.0
chr6,43427540,43450427,43433312,43450091,+,ABCC10,NM_001350518.2,chr6,43434542,43434620,miRNA_primary_transcript,hsa-mir-6780b,+,protein-coding gene,22887.0
chr6,72945877,73000374,73000374,73000374,-,LOC105377855,XR_007059641.1,chr6,72967687,72967753,miRNA_primary_transcript,hsa-mir-4282,-,non-coding gene,54497.0
chr6,75383185,75458900,75458900,75458900,+,LOC101928540,NR_125859.1,chr6,75428407,75428473,miRNA_primary_transcript,hsa-mir-4463,+,non-coding gene,75715.0
chr7,67103743,67134582,67134582,67134582,-,LOC124901664,XR_007060370.1,chr7,67114322,67114397,miRNA_primary_transcript,hsa-mir-4650-1,-,non-coding gene,30839.0
chr7,977963,1138247,978947,1127385,-,C7orf50,NM_001424325.1,chr7,1022933,1023026,miRNA_primary_transcript,hsa-mir-339,-,protein-coding gene,160284.0
chr7,1815794,2232945,1816069,2230133,-,MAD1L1,NM_003550.3,chr7,1844180,1844253,miRNA_primary_transcript,hsa-mir-4655,-,protein-coding gene,417151.0
chr7,71132143,71488572,71132802,71486447,+,GALNT17,XM_011516469.4,chr7,71307674,71307768,miRNA_primary_transcript,hsa-mir-3914-2,+,protein-coding gene,356429.0
chr7,114086326,114693765,114693765,114693765,+,FOXP2,NR_033766.2,chr7,114653345,114653455,miRNA_primary_transcript,hsa-mir-3666,+,non-coding gene,607439.0
chr7,126438597,127105352,126439118,126904573,-,GRM8,XM_047420275.1,chr7,127058088,127058184,miRNA_primary_transcript,hsa-mir-592,-,protein-coding gene,666755.0
chr7,127652193,128092593,127652373,128092058,+,SND1,NM_014390.4,chr7,128081861,128081960,miRNA_primary_transcript,hsa-mir-593,+,protein-coding gene,440400.0
chr7,157539055,158541776,157540713,158541606,-,PTPRN2,NM_001308268.2,chr7,157574336,157574422,miRNA_primary_transcript,hsa-mir-153-2,-,protein-coding gene,1002721.0
chr7,157539055,158541776,157540713,158541606,-,PTPRN2,NM_001308268.2,chr7,158532718,158532813,miRNA_primary_transcript,hsa-mir-595,-,protein-coding gene,1002721.0
chr7,5454424,5513809,5454499,5513674,-,FBXL18,NM_001363441.2,chr7,5495819,5495917,miRNA_primary_transcript,hsa-mir-589,-,protein-coding gene,59385.0
chr7,5620046,5761104,5622859,5729515,-,RNF216,XM_047420529.1,chr7,5711840,5711910,miRNA_primary_transcript,hsa-mir-6874,-,protein-coding gene,141058.0
chr7,21428082,21497812,21428251,21482624,+,SP4,XM_005249829.5,chr7,21471058,21471146,miRNA_primary_transcript,hsa-mir-1183,+,protein-coding gene,69730.0
chr7,25939261,26130744,26130744,26130744,-,LOC105375199,XR_927122.3,chr7,25949919,25949986,miRNA_primary_transcript,hsa-mir-148a,-,non-coding gene,191483.0
chr7,34928880,35037485,34931572,35037394,-,DPY19L1,NM_001366673.1,chr7,34940760,34940834,miRNA_primary_transcript,hsa-mir-548n,-,protein-coding gene,108605.0
chr7,36852905,36985078,36855550,36895014,-,ELMO1,NM_001039459.3,chr7,36919357,36919432,miRNA_primary_transcript,hsa-mir-1200,-,protein-coding gene,132173.0
chr7,43112646,43566001,43112907,43561926,+,HECW1,XM_006715673.4,chr7,43150895,43150994,miRNA_primary_transcript,hsa-mir-3943,+,protein-coding gene,453355.0
chr7,57404766,57412147,57412147,57412147,+,MIR3147HG,NR_120505.1,chr7,57405025,57405090,miRNA_primary_transcript,hsa-mir-3147,+,non-coding gene,7381.0
chr7,74174355,74197096,74174383,74195308,+,EIF4H,NM_031992.2,chr7,74191198,74191294,miRNA_primary_transcript,hsa-mir-590,+,protein-coding gene,22741.0
chr7,74453905,74602294,74508080,74601297,+,GTF2IRD1,XM_017012805.2,chr7,74595968,74596026,miRNA_primary_transcript,hsa-mir-10525,+,protein-coding gene,148389.0
chr7,93424485,93559810,93426355,93486981,-,CALCR,NM_001164738.2,chr7,93482760,93482855,miRNA_primary_transcript,hsa-mir-653,-,protein-coding gene,135325.0
chr7,93424485,93559810,93426355,93486981,-,CALCR,NM_001164738.2,chr7,93483936,93484019,miRNA_primary_transcript,hsa-mir-489,-,protein-coding gene,135325.0
chr7,96120219,96284837,96121190,96284822,-,SLC25A13,XM_017011663.2,chr7,96219662,96219756,miRNA_primary_transcript,hsa-mir-591,-,protein-coding gene,164618.0
chr7,97852116,97972358,97972358,97972358,-,CZ1P-ASNS,NR_147989.1,chr7,97964405,97964481,miRNA_primary_transcript,hsa-mir-5692c-2,-,non-coding gene,120242.0
chr7,132784869,133082090,132785636,133081937,-,CHCHD3,NM_001317177.2,chr7,133034860,133034915,miRNA_primary_transcript,hsa-mir-3654,-,protein-coding gene,297221.0
chr7,133253077,133480692,133253101,133480327,+,EXOC4,XM_005250523.6,chr7,133290881,133290988,miRNA_primary_transcript,hsa-mir-6133,+,protein-coding gene,227615.0
chr7,136868651,137020213,137014865,137016266,+,CHRM2,NM_001006627.3,chr7,136903167,136903294,miRNA_primary_transcript,hsa-mir-490,+,protein-coding gene,151562.0
chr7,2251769,2309956,2255055,2309856,-,SNX8,XM_011515330.3,chr7,2257515,2257577,miRNA_primary_transcript,hsa-mir-6836,-,protein-coding gene,58187.0
chr7,2512528,2528429,2512654,2527212,+,LFNG,NM_001166355.2,chr7,2527074,2527145,miRNA_primary_transcript,hsa-mir-4648,+,protein-coding gene,15901.0
chr7,19695460,19709037,19698315,19709016,-,POLR1F,NM_001002926.2,chr7,19705358,19705436,miRNA_primary_transcript,hsa-mir-3146,-,protein-coding gene,13577.0
chr7,29645921,29685138,29685138,29685138,-,LOC646762,NR_024278.1,chr7,29680734,29680828,miRNA_primary_transcript,hsa-mir-550a-3,-,non-coding gene,39217.0
chr7,30284596,30366004,30285357,30362434,+,ZNRF2,XM_047420048.1,chr7,30289794,30289890,miRNA_primary_transcript,hsa-mir-550a-1,+,protein-coding gene,81408.0
chr7,44044701,44069456,44052923,44060916,+,DBNL,NM_001284313.2,chr7,44051766,44051829,miRNA_primary_transcript,hsa-mir-6837,+,protein-coding gene,24755.0
chr7,44104344,44114560,44104665,44114261,+,AEBP1,XM_011515162.2,chr7,44110849,44110912,miRNA_primary_transcript,hsa-mir-4649,+,protein-coding gene,10216.0
chr7,64666132,64711577,64666282,64708656,+,ZNF107,NM_001282360.2,chr7,64679064,64679176,miRNA_primary_transcript,hsa-mir-6839,+,protein-coding gene,45445.0
chr7,92198968,92246100,92200735,92242135,-,KRIT1,NM_004912.4,chr7,92204015,92204098,miRNA_primary_transcript,hsa-mir-1285-1,-,protein-coding gene,47132.0
chr7,100092727,100100529,100092931,100099076,-,MCM7,NM_182776.3,chr7,100093560,100093643,miRNA_primary_transcript,hsa-mir-25,-,protein-coding gene,7802.0
chr7,100092727,100100529,100092931,100099076,-,MCM7,NM_182776.3,chr7,100093768,100093847,miRNA_primary_transcript,hsa-mir-93,-,protein-coding gene,7802.0
chr7,100092727,100100529,100092931,100099076,-,MCM7,NM_182776.3,chr7,100093993,100094074,miRNA_primary_transcript,hsa-mir-106b,-,protein-coding gene,7802.0
chr7,100336064,100367831,100367831,100367831,+,STAG3L5P-PVRIG2P-PILRB,NR_036569.1,chr7,100356651,100356721,miRNA_primary_transcript,hsa-mir-6840,+,non-coding gene,31767.0
chr7,100867386,100873454,100867497,100873303,+,TRIP6,NM_003302.3,chr7,100868036,100868107,miRNA_primary_transcript,hsa-mir-6875,+,protein-coding gene,6068.0
chr7,101154475,101161276,101154514,101160566,+,AP1S1,NM_001283.5,chr7,101159473,101159555,miRNA_primary_transcript,hsa-mir-4653,+,protein-coding gene,6801.0
chr7,102285140,102321711,102285183,102321630,+,SH2B2,NM_001393995.1,chr7,102293103,102293187,miRNA_primary_transcript,hsa-mir-4285,+,protein-coding gene,36571.0
chr7,102464983,102473168,102465080,102473049,+,LRWD1,NM_152892.3,chr7,102471469,102471531,miRNA_primary_transcript,hsa-mir-4467,+,protein-coding gene,8185.0
chr7,128206295,128224609,128224609,128224609,+,LOC124901744,XR_007060516.1,chr7,128207872,128207943,miRNA_primary_transcript,hsa-mir-129-1,+,non-coding gene,18314.0
chr7,130486174,130506297,130495368,130505056,+,MEST,NM_001253901.1,chr7,130496111,130496204,miRNA_primary_transcript,hsa-mir-335,+,protein-coding gene,20123.0
chr7,135183838,135211526,135186150,135204429,-,WDR91,NM_001362738.2,chr7,135206994,135207078,miRNA_primary_transcript,hsa-mir-6509,-,protein-coding gene,27688.0
chr7,143381344,143385385,143381571,143384101,+,ZYX,XM_047420818.1,chr7,143382686,143382800,miRNA_primary_transcript,hsa-mir-6892,+,protein-coding gene,4041.0
chr8,2045045,2145456,2050766,2144981,+,MYOM2,NM_003970.4,chr8,2076589,2076640,miRNA_primary_transcript,hsa-mir-7160,+,protein-coding gene,100411.0
chr8,14084844,15238431,14090442,15237623,-,SGCZ,NM_139167.4,chr8,14853438,14853510,miRNA_primary_transcript,hsa-mir-383,-,protein-coding gene,1153587.0
chr8,98343974,98825688,98825688,98825688,-,STK3,XR_007060752.1,chr8,98393645,98393738,miRNA_primary_transcript,hsa-mir-9903,-,non-coding gene,481714.0
chr8,127794523,128101256,128101256,128101256,+,PVT1,NR_186139.1,chr8,127960633,127960695,miRNA_primary_transcript,hsa-mir-1205,+,non-coding gene,306733.0
chr8,127794523,128101256,128101256,128101256,+,PVT1,NR_186139.1,chr8,128008898,128008956,miRNA_primary_transcript,hsa-mir-1206,+,non-coding gene,306733.0
chr8,127794523,128101256,128101256,128101256,+,PVT1,NR_186139.1,chr8,128049152,128049238,miRNA_primary_transcript,hsa-mir-1207,+,non-coding gene,306733.0
chr8,6615602,6708209,6708209,6708209,-,MCPH1-AS1,NR_125386.1,chr8,6622124,6622220,miRNA_primary_transcript,hsa-mir-8055,-,non-coding gene,92607.0
chr8,9002896,9097817,9003063,9088567,+,ERI1,XM_047422402.1,chr8,9048445,9048518,miRNA_primary_transcript,hsa-mir-4660,+,protein-coding gene,94921.0
chr8,9555911,9773062,9555939,9772537,+,TNKS,XM_011543846.4,chr8,9741672,9741768,miRNA_primary_transcript,hsa-mir-597,+,protein-coding gene,217151.0
chr8,10896044,11201833,10897951,11201339,-,XKR6,NM_173683.4,chr8,11035206,11035302,miRNA_primary_transcript,hsa-mir-598,-,protein-coding gene,305789.0
chr8,17643801,17697670,17645925,17697377,-,MTUS1,NM_020749.5,chr8,17681578,17681657,miRNA_primary_transcript,hsa-mir-548v,-,protein-coding gene,53869.0
chr8,25184688,25415711,25184908,25411298,+,DOCK5,NM_024940.8,chr8,25345402,25345474,miRNA_primary_transcript,hsa-mir-6876,+,protein-coding gene,231023.0
chr8,27310505,27459391,27397584,27458509,+,PTK2B,XM_047421552.1,chr8,27433370,27433434,miRNA_primary_transcript,hsa-mir-6842,+,protein-coding gene,148886.0
chr8,27869882,27977126,27871933,27921682,-,SCARA5,NM_001413203.1,chr8,27886039,27886116,miRNA_primary_transcript,hsa-mir-4287,-,protein-coding gene,107244.0
chr8,41261961,41309473,41265166,41309159,-,SFRP1,NM_003012.5,chr8,41271048,41271143,miRNA_primary_transcript,hsa-mir-548ao,-,protein-coding gene,47512.0
chr8,41653224,41797622,41655726,41797538,-,ANK1,NM_020476.3,chr8,41660441,41660508,miRNA_primary_transcript,hsa-mir-486-1,-,protein-coding gene,144398.0
chr8,74599865,74758352,74758352,74758352,+,MIR2052HG,NR_033830.1,chr8,74705693,74705747,miRNA_primary_transcript,hsa-mir-2052,+,non-coding gene,158487.0
chr8,103140724,103230305,103140897,103227993,+,BAALC,NM_001024372.2,chr8,103154614,103154689,miRNA_primary_transcript,hsa-mir-3151,+,protein-coding gene,89581.0
chr8,123319849,123355005,123321133,123349416,-,ATAD2,XM_047421724.1,chr8,123348034,123348130,miRNA_primary_transcript,hsa-mir-548d-1,-,protein-coding gene,35156.0
chr8,124488493,124522206,124488593,124518844,-,TATDN1,XM_017013897.3,chr8,124508515,124508576,miRNA_primary_transcript,hsa-mir-6844,-,protein-coding gene,33713.0
chr8,129351693,129575018,129575018,129575018,-,CCDC26,NR_130920.1,chr8,129484057,129484142,miRNA_primary_transcript,hsa-mir-3686,-,non-coding gene,223325.0
chr8,129839592,130016560,129842141,129880448,-,CYRIB,NM_001353312.2,chr8,130008334,130008453,miRNA_primary_transcript,hsa-mir-5194,-,protein-coding gene,176968.0
chr8,133036727,133049891,133038523,133047857,-,SLA,XM_047422109.1,chr8,133046481,133046581,miRNA_primary_transcript,hsa-mir-7848,-,protein-coding gene,13164.0
chr8,140657899,140890769,140659465,140879529,-,PTK2,XM_047422048.1,chr8,140732564,140732653,miRNA_primary_transcript,hsa-mir-151a,-,protein-coding gene,232870.0
chr8,143915152,143946440,143916176,143946392,-,PLEC,XM_006716589.3,chr8,143945191,143945279,miRNA_primary_transcript,hsa-mir-661,-,protein-coding gene,31288.0
chr8,144428774,144442151,144429142,144442039,-,TONSL,XM_011517048.3,chr8,144435551,144435619,miRNA_primary_transcript,hsa-mir-6893,-,protein-coding gene,13377.0
chr8,6708641,6755174,6708668,6755137,+,AGPAT5,XM_047421940.1,chr8,6745164,6745244,miRNA_primary_transcript,hsa-mir-4659a,+,protein-coding gene,46533.0
chr8,10764960,10839875,10765400,10839756,-,PINX1,NM_017884.6,chr8,10825373,10825443,miRNA_primary_transcript,hsa-mir-1322,-,protein-coding gene,74915.0
chr8,12721905,12754448,12723095,12753940,-,LONRF1,XM_011544694.4,chr8,12727232,12727304,miRNA_primary_transcript,hsa-mir-3926-1,-,protein-coding gene,32543.0
chr8,24950954,24956612,24952809,24956515,-,NEFL,NM_006158.5,chr8,24953796,24953867,miRNA_primary_transcript,hsa-mir-6841,-,protein-coding gene,5658.0
chr8,27596916,27614700,27598240,27610571,-,CLU,NM_001831.4,chr8,27610601,27610751,miRNA_primary_transcript,hsa-mir-6843,-,protein-coding gene,17784.0
chr8,64373327,64387504,64387504,64387504,+,MIR124-2HG,NR_109792.1,chr8,64379149,64379257,miRNA_primary_transcript,hsa-mir-124-2,+,non-coding gene,14177.0
chr8,91102618,91219257,91102661,91219000,+,LRRC69,NM_001354470.2,chr8,91205485,91205559,miRNA_primary_transcript,hsa-mir-4661,+,protein-coding gene,116639.0
chr8,143723932,143733779,143725920,143730582,-,FAM83H,NM_198488.5,chr8,143733083,143733153,miRNA_primary_transcript,hsa-mir-4664,-,protein-coding gene,9847.0
chr8,143829775,143840973,143840973,143840973,-,NRBP2,XR_001745529.2,chr8,143837756,143837816,miRNA_primary_transcript,hsa-mir-6845,-,non-coding gene,11198.0
chr8,144050321,144060692,144050413,144060032,-,OPLAH,XM_047421691.1,chr8,144057321,144057380,miRNA_primary_transcript,hsa-mir-6846,-,protein-coding gene,10371.0
chr8,144262044,144291438,144262163,144291370,-,BOP1,NM_015201.5,chr8,144262673,144262737,miRNA_primary_transcript,hsa-mir-7112,-,protein-coding gene,29394.0
chr8,144393230,144402114,144393317,144401501,-,CPSF1,XM_047421732.1,chr8,144400086,144400165,miRNA_primary_transcript,hsa-mir-1234,-,protein-coding gene,8884.0
chr8,144393230,144402114,144393317,144401501,-,CPSF1,XM_047421732.1,chr8,144400277,144400345,miRNA_primary_transcript,hsa-mir-6849,-,protein-coding gene,8884.0
chr8,144789768,144792390,144789803,144792129,-,RPL8,NM_001317782.2,chr8,144791931,144791991,miRNA_primary_transcript,hsa-mir-6850,-,protein-coding gene,2622.0
chr9,109015134,109119947,109020459,109119913,-,TMEM245,NM_032012.4,chr9,109046229,109046298,miRNA_primary_transcript,hsa-mir-32,-,protein-coding gene,104813.0
chr9,17906632,18910950,17906826,18908548,+,ADAMTSL1,XM_017015312.3,chr9,18573306,18573379,miRNA_primary_transcript,hsa-mir-3152,+,protein-coding gene,1004318.0
chr9,20655624,20995950,20715353,20995629,+,FOCAD,XM_047423539.1,chr9,20716105,20716188,miRNA_primary_transcript,hsa-mir-491,+,protein-coding gene,340326.0
chr9,27937616,28931814,27948850,27950671,-,LINGO2,XM_047422816.1,chr9,28863626,28863706,miRNA_primary_transcript,hsa-mir-876,-,protein-coding gene,994198.0
chr9,27937616,28931814,27948850,27950671,-,LINGO2,XM_047422816.1,chr9,28888879,28888955,miRNA_primary_transcript,hsa-mir-873,-,protein-coding gene,994198.0
chr9,70529059,71446971,70535428,71446835,-,TRPM3,NM_001366142.2,chr9,70809975,70810084,miRNA_primary_transcript,hsa-mir-204,-,protein-coding gene,917912.0
chr9,114154097,114312511,114154314,114310695,+,COL27A1,XM_047423992.1,chr9,114209434,114209529,miRNA_primary_transcript,hsa-mir-455,+,protein-coding gene,158414.0
chr9,123379657,123809460,123381431,123809255,-,DENND1A,XM_047423619.1,chr9,123402525,123402603,miRNA_primary_transcript,hsa-mir-601,-,protein-coding gene,429803.0
chr9,123379657,123809460,123381431,123809255,-,DENND1A,XM_047423619.1,chr9,123485529,123485622,miRNA_primary_transcript,hsa-mir-7150,-,protein-coding gene,429803.0
chr9,20341668,20621938,20346442,20621775,-,MLLT3,NM_001286691.2,chr9,20411148,20411238,miRNA_primary_transcript,hsa-mir-4473,-,protein-coding gene,280270.0
chr9,20341668,20621938,20346442,20621775,-,MLLT3,NM_001286691.2,chr9,20502265,20502342,miRNA_primary_transcript,hsa-mir-4474,-,protein-coding gene,280270.0
chr9,21454267,21559798,21559798,21559798,-,MIR31HG,NR_027054.2,chr9,21512115,21512185,miRNA_primary_transcript,hsa-mir-31,-,non-coding gene,105531.0
chr9,36833268,37034268,36840559,37034031,-,PAX5,NM_016734.3,chr9,36864254,36864308,miRNA_primary_transcript,hsa-mir-4540,-,protein-coding gene,201000.0
chr9,36833268,37034268,36840559,37034031,-,PAX5,NM_016734.3,chr9,36893462,36893531,miRNA_primary_transcript,hsa-mir-4476,-,protein-coding gene,201000.0
chr9,92495314,92559106,92496314,92522866,-,ECM2,XM_047422899.1,chr9,92527984,92528058,miRNA_primary_transcript,hsa-mir-4670,-,protein-coding gene,63792.0
chr9,93576583,93679587,93576773,93677676,+,PHF2,XM_047423475.1,chr9,93594841,93594894,miRNA_primary_transcript,hsa-mir-548au,+,protein-coding gene,103004.0
chr9,93808348,93858339,93858339,93858339,+,LOC101928014,NR_188449.1,chr9,93819357,93819421,miRNA_primary_transcript,hsa-mir-4291,+,non-coding gene,49991.0
chr9,94726698,95080781,94759783,95005612,+,AOPEP,XM_047423983.1,chr9,95065350,95065446,miRNA_primary_transcript,hsa-mir-6081,+,protein-coding gene,354083.0
chr9,94726698,95086119,94759783,95082715,+,AOPEP,XM_047423978.1,chr9,95085208,95085304,miRNA_primary_transcript,hsa-mir-23b,+,protein-coding gene,359421.0
chr9,94726698,95086119,94759783,95082715,+,AOPEP,XM_047423978.1,chr9,95085445,95085541,miRNA_primary_transcript,hsa-mir-27b,+,protein-coding gene,359421.0
chr9,105928980,106604801,106604801,106604801,+,LOC107987108,XR_001746870.2,chr9,106600928,106601022,miRNA_primary_transcript,hsa-mir-8081,+,non-coding gene,675821.0
chr9,109375699,109538420,109379555,109538276,-,PTPN3,XM_011518888.3,chr9,109511475,109511545,miRNA_primary_transcript,hsa-mir-3927,-,protein-coding gene,162721.0
chr9,133030707,133056005,133030898,133055390,+,GTF3C5,XM_047424081.1,chr9,133051996,133052059,miRNA_primary_transcript,hsa-mir-6877,+,protein-coding gene,25298.0
chr9,136807947,136841187,136808196,136840522,+,RABL6,NM_024718.5,chr9,136830957,136831023,miRNA_primary_transcript,hsa-mir-4292,+,protein-coding gene,33240.0
chr9,33461352,33472737,33462663,33472409,-,NOL6,XM_047423740.1,chr9,33467869,33467935,miRNA_primary_transcript,hsa-mir-6851,-,protein-coding gene,11385.0
chr9,35605261,35610033,35606843,35609742,+,TESK1,NM_001318230.2,chr9,35608094,35608159,miRNA_primary_transcript,hsa-mir-4667,+,protein-coding gene,4772.0
chr9,35732665,35736999,35732772,35736726,+,CREB3,NM_006368.5,chr9,35732922,35732995,miRNA_primary_transcript,hsa-mir-6853,+,protein-coding gene,4334.0
chr9,83968082,83980215,83969406,83978252,-,HNRNPK,XM_005251960.3,chr9,83969748,83969857,miRNA_primary_transcript,hsa-mir-7-1,-,protein-coding gene,12133.0
chr9,89311194,89316703,89311292,89316425,+,CKS2,NM_001827.3,chr9,89312225,89312306,miRNA_primary_transcript,hsa-mir-3153,+,protein-coding gene,5509.0
chr9,90020653,90041499,90041499,90041499,-,MIR4290HG,NR_038882.1,chr9,90023441,90023535,miRNA_primary_transcript,hsa-mir-4290,-,non-coding gene,20846.0
chr9,94166257,94200905,94200905,94200905,+,MIRLET7A1HG,NR_170275.1,chr9,94176347,94176433,miRNA_primary_transcript,hsa-let-7f-1,+,non-coding gene,34648.0
chr9,94166257,94200905,94200905,94200905,+,MIRLET7A1HG,NR_170275.1,chr9,94178834,94178920,miRNA_primary_transcript,hsa-let-7d,+,non-coding gene,34648.0
chr9,98199010,98255649,98199380,98255541,-,TBC1D2,NM_001267571.2,chr9,98229149,98229217,miRNA_primary_transcript,hsa-mir-6854,-,protein-coding gene,56639.0
chr9,111896813,111935369,111897215,111932997,+,UGCG,NM_003358.3,chr9,111932100,111932169,miRNA_primary_transcript,hsa-mir-4668,+,protein-coding gene,38556.0
chr9,124658435,124698628,124698628,124698628,+,MIR181A2HG,NR_038975.1,chr9,124692442,124692551,miRNA_primary_transcript,hsa-mir-181a-2,+,non-coding gene,40193.0
chr9,124658435,124698628,124698628,124698628,+,MIR181A2HG,NR_038975.1,chr9,124693710,124693798,miRNA_primary_transcript,hsa-mir-181b-2,+,non-coding gene,40193.0
chr9,127866479,127879621,127868007,127874617,-,AK1,NM_001318121.1,chr9,127869415,127869495,miRNA_primary_transcript,hsa-mir-4672,-,protein-coding gene,13142.0
chr9,129835457,129881828,129852555,129880273,+,USP20,NM_001110303.4,chr9,129869605,129869671,miRNA_primary_transcript,hsa-mir-6855,+,protein-coding gene,46371.0
chr9,130579576,130634633,130579680,130633653,+,FUBP3,XM_011519172.4,chr9,130626297,130626363,miRNA_primary_transcript,hsa-mir-6856,+,protein-coding gene,55057.0
chr9,132945530,132991687,132986678,132991050,+,GFI1B,NM_004188.8,chr9,132945707,132945771,miRNA_primary_transcript,hsa-mir-548aw,+,protein-coding gene,46157.0
chr9,134819414,134872618,134872618,134872618,-,LOC101448202,NR_103451.2,chr9,134849298,134849369,miRNA_primary_transcript,hsa-mir-3689c,-,non-coding gene,53204.0
chr9,134819414,134872618,134872618,134872618,-,LOC101448202,NR_103451.2,chr9,134849487,134849564,miRNA_primary_transcript,hsa-mir-3689a,-,non-coding gene,53204.0
chr9,134819414,134872618,134872618,134872618,-,LOC101448202,NR_103451.2,chr9,134849609,134849682,miRNA_primary_transcript,hsa-mir-3689d-1,-,non-coding gene,53204.0
chr9,134819414,134872618,134872618,134872618,-,LOC101448202,NR_103451.2,chr9,134850125,134850272,miRNA_primary_transcript,hsa-mir-3689b,-,non-coding gene,53204.0
chr9,134819414,134872618,134872618,134872618,-,LOC101448202,NR_103451.2,chr9,134850277,134850356,miRNA_primary_transcript,hsa-mir-3689d-2,-,non-coding gene,53204.0
chr9,134819414,134872618,134872618,134872618,-,LOC101448202,NR_103451.2,chr9,134850570,134850641,miRNA_primary_transcript,hsa-mir-3689e,-,non-coding gene,53204.0
chr9,134819414,134872618,134872618,134872618,-,LOC101448202,NR_103451.2,chr9,134850742,134850807,miRNA_primary_transcript,hsa-mir-3689f,-,non-coding gene,53204.0
chr9,136494432,136544057,136496070,136544042,-,NOTCH1,XM_011518717.3,chr9,136519568,136519626,miRNA_primary_transcript,hsa-mir-4673,-,protein-coding gene,49625.0
chr9,136658855,136672678,136664763,136672286,+,EGFL7,XM_011518768.1,chr9,136670602,136670686,miRNA_primary_transcript,hsa-mir-126,+,protein-coding gene,13823.0
chr9,136744016,136748525,136744661,136748483,-,LCN6,NM_198946.3,chr9,136746893,136746970,miRNA_primary_transcript,hsa-mir-6722,-,protein-coding gene,4509.0
chr9,136881957,136926607,136898740,136925901,+,TRAF2,XM_011518976.4,chr9,136886733,136886803,miRNA_primary_transcript,hsa-mir-4479,+,protein-coding gene,44650.0
chr9,137168757,137170051,137168853,137169943,-,LRRC26,NM_001013653.3,chr9,137169186,137169270,miRNA_primary_transcript,hsa-mir-3621,-,protein-coding gene,1294.0
chr9,137447569,137455228,137449393,137455086,-,NSMF,XM_017014597.3,chr9,137450026,137450086,miRNA_primary_transcript,hsa-mir-7114,-,protein-coding gene,7659.0
chrX,7927499,8456384,8456384,8456384,+,LOC107985675,XR_001755784.2,chrX,8126965,8127061,miRNA_primary_transcript,hsa-mir-651,+,non-coding gene,528885.0
chrX,11137543,11665920,11138862,11664828,-,ARHGAP6,NM_013427.3,chrX,11318614,11318686,miRNA_primary_transcript,hsa-mir-548ax,-,protein-coding gene,528377.0
chrX,13569600,13633575,13569861,13633095,+,EGFL6,NM_015507.4,chrX,13590292,13590346,miRNA_primary_transcript,hsa-mir-6086,+,protein-coding gene,63975.0
chrX,28587445,29956718,28789343,29955820,+,IL1RAPL1,NM_014271.4,chrX,29574278,29574358,miRNA_primary_transcript,hsa-mir-4666b,+,protein-coding gene,1369273.0
chrX,31119221,33211549,31121918,33211312,-,DMD,NM_004006.3,chrX,32583656,32583752,miRNA_primary_transcript,hsa-mir-3915,-,protein-coding gene,2092328.0
chrX,31119221,33211549,31121918,33211312,-,DMD,NM_004006.3,chrX,32641474,32641559,miRNA_primary_transcript,hsa-mir-548f-5,-,protein-coding gene,2092328.0
chrX,85861179,86047306,85864629,85963922,-,CHM,NM_001362518.2,chrX,85903636,85903707,miRNA_primary_transcript,hsa-mir-361,-,protein-coding gene,186127.0
chrX,110002368,110177788,110004155,110173451,+,TMEM164,XM_047442570.1,chrX,110082118,110082218,miRNA_primary_transcript,hsa-mir-3978,+,protein-coding gene,175420.0
chrX,16587998,16707497,16590792,16702902,-,CTPS2,XM_047442259.1,chrX,16627012,16627085,miRNA_primary_transcript,hsa-mir-548am,-,protein-coding gene,119499.0
chrX,17375199,17735994,17375757,17732464,+,NHS,NM_198270.4,chrX,17425881,17425954,miRNA_primary_transcript,hsa-mir-4768,+,protein-coding gene,360795.0
chrX,20006712,20116640,20010802,20064803,-,MAP7D2,XM_011545484.2,chrX,20017088,20017187,miRNA_primary_transcript,hsa-mir-23c,-,protein-coding gene,109928.0
chrX,49922595,50042541,49925298,50042494,+,CLCN5,NM_001272102.2,chrX,50003148,50003238,miRNA_primary_transcript,hsa-mir-532,+,protein-coding gene,119946.0
chrX,49922595,50042541,49925298,50042494,+,CLCN5,NM_001272102.2,chrX,50003503,50003588,miRNA_primary_transcript,hsa-mir-188,+,protein-coding gene,119946.0
chrX,49922595,50042541,49925298,50042494,+,CLCN5,NM_001272102.2,chrX,50008431,50008514,miRNA_primary_transcript,hsa-mir-500a,+,protein-coding gene,119946.0
chrX,49922595,50042541,49925298,50042494,+,CLCN5,NM_001272102.2,chrX,50008964,50009028,miRNA_primary_transcript,hsa-mir-362,+,protein-coding gene,119946.0
