hostgene_chrom,hostgene_TxStarts,hostgene_TxEnds,hostgene_cdsStart,hostgene_cdsEnd,hostgene_strand,hostgene_Name,hostgene_NCBI_ID,miR_chrom,miR_exonStarts,miR_exonEnds,miR_type,miR_name,miR_strand
chr6,27275120,28134807,27275644,28126125,-,Grm8,XM_030255174.1,chr6,27936655,27936750,miRNA_primary_transcript,mmu-mir-592,-
chr6,27275120,28135146,27285684,28126125,-,Grm8,NM_001361125.1,chr6,27936655,27936750,miRNA_primary_transcript,mmu-mir-592,-
chr6,27618527,28134937,27618621,28126125,-,Grm8,XM_030255175.1,chr6,27936655,27936750,miRNA_primary_transcript,mmu-mir-592,-
chr6,36387990,36528638,36523209,36524610,+,Chrm2,XM_030255394.1,chr6,36421742,36421825,miRNA_primary_transcript,mmu-mir-490,+
chr6,36387991,36528638,36523209,36524610,+,Chrm2,XM_030255393.1,chr6,36421742,36421825,miRNA_primary_transcript,mmu-mir-490,+
chr6,36388083,36524774,36523209,36524610,+,Chrm2,NM_203491.3,chr6,36421742,36421825,miRNA_primary_transcript,mmu-mir-490,+
chr6,36389118,36528638,36523209,36524610,+,Chrm2,XM_006506136.3,chr6,36421742,36421825,miRNA_primary_transcript,mmu-mir-490,+
chr6,50566642,50594865,50594865,50594865,+,5430402O13Rik,NR_027892.1,chr6,50572398,50572508,miRNA_primary_transcript,mmu-mir-6371,+
chr6,50566642,50594865,50594865,50594865,+,5430402O13Rik,NR_015581.1,chr6,50572398,50572508,miRNA_primary_transcript,mmu-mir-6371,+
chr6,51222956,51280572,51223293,51280572,-,Gm38821,XM_011241556.1,chr6,51269812,51269910,miRNA_primary_transcript,mmu-mir-148a,-
chr6,94604528,94639856,94605758,94626379,-,Lrig1,XM_030255198.1,chr6,94606364,94606415,miRNA_primary_transcript,mmu-mir-7041,-
chr6,94604528,94680649,94605758,94626379,-,Lrig1,XM_006505622.3,chr6,94606364,94606415,miRNA_primary_transcript,mmu-mir-7041,-
chr6,94604528,94682093,94605758,94626379,-,Lrig1,XM_030255195.1,chr6,94606364,94606415,miRNA_primary_transcript,mmu-mir-7041,-
chr6,94604528,94700145,94605758,94699685,-,Lrig1,NM_008377.2,chr6,94606364,94606415,miRNA_primary_transcript,mmu-mir-7041,-
chr6,94604528,94700145,94605758,94699685,-,Lrig1,NM_001355269.1,chr6,94606364,94606415,miRNA_primary_transcript,mmu-mir-7041,-
chr6,94604528,94700200,94605758,94626379,-,Lrig1,XM_030255196.1,chr6,94606364,94606415,miRNA_primary_transcript,mmu-mir-7041,-
chr6,94604528,94700298,94700298,94700298,-,Lrig1,XR_377425.3,chr6,94606364,94606415,miRNA_primary_transcript,mmu-mir-7041,-
chr6,108213082,108549842,108236993,108545274,+,Itpr1,XM_006505631.3,chr6,108489743,108489803,miRNA_primary_transcript,mmu-mir-7661,+
chr6,108213082,108551114,108236993,108549839,+,Itpr1,XM_006505637.1,chr6,108489743,108489803,miRNA_primary_transcript,mmu-mir-7661,+
chr6,108213082,108551114,108236993,108549839,+,Itpr1,XM_017321410.1,chr6,108489743,108489803,miRNA_primary_transcript,mmu-mir-7661,+
chr6,108213082,108551114,108236993,108549839,+,Itpr1,XM_006505630.1,chr6,108489743,108489803,miRNA_primary_transcript,mmu-mir-7661,+
chr6,108213082,108551114,108236993,108549839,+,Itpr1,XM_017321409.1,chr6,108489743,108489803,miRNA_primary_transcript,mmu-mir-7661,+
chr6,108213082,108551114,108236993,108549839,+,Itpr1,XM_006505626.1,chr6,108489743,108489803,miRNA_primary_transcript,mmu-mir-7661,+
chr6,108213082,108551114,108236993,108549839,+,Itpr1,XM_006505636.1,chr6,108489743,108489803,miRNA_primary_transcript,mmu-mir-7661,+
chr6,108213082,108551114,108236993,108549839,+,Itpr1,XM_017321408.1,chr6,108489743,108489803,miRNA_primary_transcript,mmu-mir-7661,+
chr6,108213082,108551114,108236993,108549839,+,Itpr1,XM_006505633.1,chr6,108489743,108489803,miRNA_primary_transcript,mmu-mir-7661,+
chr6,108213082,108551114,108236993,108549839,+,Itpr1,XM_006505629.1,chr6,108489743,108489803,miRNA_primary_transcript,mmu-mir-7661,+
chr6,108213082,108551114,108236993,108549839,+,Itpr1,XM_006505628.1,chr6,108489743,108489803,miRNA_primary_transcript,mmu-mir-7661,+
chr6,108213082,108551114,108236993,108549839,+,Itpr1,XM_006505632.1,chr6,108489743,108489803,miRNA_primary_transcript,mmu-mir-7661,+
chr6,108213082,108551114,108236993,108549839,+,Itpr1,XM_006505625.1,chr6,108489743,108489803,miRNA_primary_transcript,mmu-mir-7661,+
chr6,108213082,108551114,108236993,108549839,+,Itpr1,XM_006505624.1,chr6,108489743,108489803,miRNA_primary_transcript,mmu-mir-7661,+
chr6,108213082,108551114,108236993,108549839,+,Itpr1,XM_006505627.1,chr6,108489743,108489803,miRNA_primary_transcript,mmu-mir-7661,+
chr6,108213082,108551114,108236993,108549839,+,Itpr1,XM_017321407.1,chr6,108489743,108489803,miRNA_primary_transcript,mmu-mir-7661,+
chr6,108213082,108551114,108236993,108549839,+,Itpr1,XM_006505623.1,chr6,108489743,108489803,miRNA_primary_transcript,mmu-mir-7661,+
chr6,108213095,108551116,108236993,108549839,+,Itpr1,NM_010585.5,chr6,108489743,108489803,miRNA_primary_transcript,mmu-mir-7661,+
chr6,108337417,108551114,108339529,108549839,+,Itpr1,XM_030255199.1,chr6,108489743,108489803,miRNA_primary_transcript,mmu-mir-7661,+
chr6,116633007,116673836,116638237,116661904,-,Rassf4,NM_178045.4,chr6,116645978,116646047,miRNA_primary_transcript,mmu-mir-7043,-
chr6,119923968,120038638,119926369,120037632,-,Wnk1,XM_017321544.1,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038638,119926369,120037632,-,Wnk1,XM_017321543.1,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038638,119926369,120037632,-,Wnk1,XM_017321545.1,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038638,119926369,120037632,-,Wnk1,XM_017321547.1,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038638,119926369,120037632,-,Wnk1,XM_017321548.1,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038638,119926369,120037632,-,Wnk1,XM_017321549.1,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038638,119926369,120037632,-,Wnk1,XM_017321546.1,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038638,119926369,120037632,-,Wnk1,XM_017321550.1,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038638,119926369,120037632,-,Wnk1,XM_017321552.1,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038638,119926369,120037632,-,Wnk1,XM_017321554.1,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038638,119926369,120037632,-,Wnk1,XM_017321555.1,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038638,119926369,120037632,-,Wnk1,XM_017321557.1,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038638,119926369,120037632,-,Wnk1,XM_011241320.2,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038638,119926369,120037632,-,Wnk1,XM_030255355.1,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038638,119926369,120037632,-,Wnk1,XM_017321556.1,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038655,119926369,120037632,-,Wnk1,NM_001199083.1,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038655,119926369,120037632,-,Wnk1,NM_001199084.1,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038655,119926369,120037632,-,Wnk1,NM_198703.3,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038655,119926369,120037632,-,Wnk1,NM_001185021.1,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038655,119926369,120037632,-,Wnk1,NM_001185020.1,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119923968,120038695,119926369,120037632,-,Wnk1,XM_017321542.2,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,119924718,120038638,119926369,120037632,-,Wnk1,XM_017321553.2,chr6,120034228,120034311,miRNA_primary_transcript,mmu-mir-706,-
chr6,3685677,3763623,3687394,3752974,-,Calcr,NM_001377018.1,chr6,3721301,3721385,miRNA_primary_transcript,mmu-mir-653,-
chr6,3685677,3763623,3687394,3752974,-,Calcr,NM_001377018.1,chr6,3721897,3722003,miRNA_primary_transcript,mmu-mir-489,-
chr6,3685679,3764713,3687394,3752974,-,Calcr,NM_001355192.1,chr6,3721301,3721385,miRNA_primary_transcript,mmu-mir-653,-
chr6,3685679,3764713,3687394,3752974,-,Calcr,NM_001355192.1,chr6,3721897,3722003,miRNA_primary_transcript,mmu-mir-489,-
chr6,3685719,3763623,3687394,3752974,-,Calcr,NM_001042725.1,chr6,3721301,3721385,miRNA_primary_transcript,mmu-mir-653,-
chr6,3685719,3763623,3687394,3752974,-,Calcr,NM_001042725.1,chr6,3721897,3722003,miRNA_primary_transcript,mmu-mir-489,-
chr6,3685719,3764713,3687394,3752974,-,Calcr,NM_007588.2,chr6,3721301,3721385,miRNA_primary_transcript,mmu-mir-653,-
chr6,3685719,3764713,3687394,3752974,-,Calcr,NM_007588.2,chr6,3721897,3722003,miRNA_primary_transcript,mmu-mir-489,-
chr6,30158639,30174125,30174125,30174125,-,Mirc35hg,NR_126540.1,chr6,30165918,30165992,miRNA_primary_transcript,mmu-mir-182,-
chr6,30158639,30174125,30174125,30174125,-,Mirc35hg,NR_126540.1,chr6,30169446,30169551,miRNA_primary_transcript,mmu-mir-96,-
chr6,30158639,30174125,30174125,30174125,-,Mirc35hg,NR_126540.1,chr6,30169668,30169737,miRNA_primary_transcript,mmu-mir-183,-
chr6,30733505,30748466,30740670,30747169,+,Mest,NM_001252293.1,chr6,30741299,30741396,miRNA_primary_transcript,mmu-mir-335,+
chr6,30737994,30748464,30738309,30746971,+,Mest,XM_030255208.1,chr6,30741299,30741396,miRNA_primary_transcript,mmu-mir-335,+
chr6,30738026,30748464,30740296,30746971,+,Mest,XM_017321427.1,chr6,30741299,30741396,miRNA_primary_transcript,mmu-mir-335,+
chr6,30738049,30748466,30738309,30747169,+,Mest,NM_008590.2,chr6,30741299,30741396,miRNA_primary_transcript,mmu-mir-335,+
chr6,30738052,30748466,30740296,30747169,+,Mest,NM_001252292.1,chr6,30741299,30741396,miRNA_primary_transcript,mmu-mir-335,+
chr6,83034204,83052566,83035481,83050873,+,Loxl3,NM_013586.5,chr6,83049711,83049773,miRNA_primary_transcript,mmu-mir-7040,+
chr6,83362372,83441678,83368041,83404779,-,Tet3,NM_183138.2,chr6,83400996,83401102,miRNA_primary_transcript,mmu-mir-6374,-
chr6,83362372,83456214,83368041,83455052,-,Tet3,XM_017321465.2,chr6,83400996,83401102,miRNA_primary_transcript,mmu-mir-6374,-
chr6,83362372,83456392,83368041,83455052,-,Tet3,NM_001347313.1,chr6,83400996,83401102,miRNA_primary_transcript,mmu-mir-6374,-
chr6,83362372,83456467,83368041,83455052,-,Tet3,XM_006505777.4,chr6,83400996,83401102,miRNA_primary_transcript,mmu-mir-6374,-
chr6,83362372,83456814,83368041,83455052,-,Tet3,XM_030255245.1,chr6,83400996,83401102,miRNA_primary_transcript,mmu-mir-6374,-
chr6,83362372,83456867,83368041,83455052,-,Tet3,XM_006505775.4,chr6,83400996,83401102,miRNA_primary_transcript,mmu-mir-6374,-
chr6,83362372,83457208,83368041,83455052,-,Tet3,XM_006505776.4,chr6,83400996,83401102,miRNA_primary_transcript,mmu-mir-6374,-
chr6,94604528,94630628,94605758,94626379,-,Lrig1,XM_030255197.1,chr6,94606364,94606415,miRNA_primary_transcript,mmu-mir-7041,-
chr6,113697049,113711082,113697712,113710181,+,Tatdn2,NM_001033463.4,chr6,113707208,113707265,miRNA_primary_transcript,mmu-mir-7042,+
chr6,113697049,113711082,113697712,113710181,+,Tatdn2,NM_001347356.1,chr6,113707208,113707265,miRNA_primary_transcript,mmu-mir-7042,+
chr6,113697133,113711072,113711072,113711072,+,Tatdn2,XR_003956225.1,chr6,113707208,113707265,miRNA_primary_transcript,mmu-mir-7042,+
chr6,115774556,115805555,115774610,115803864,+,Cand2,NM_025958.2,chr6,115775657,115775719,miRNA_primary_transcript,mmu-mir-7660,+
chr6,115774572,115804497,115791314,115803864,+,Cand2,XM_030255552.1,chr6,115775657,115775719,miRNA_primary_transcript,mmu-mir-7660,+
chr6,116633007,116648269,116638237,116647849,-,Rassf4,XM_006505866.4,chr6,116645978,116646047,miRNA_primary_transcript,mmu-mir-7043,-
chr6,125095979,125130591,125097165,125130001,+,Chd4,XM_017321296.2,chr6,125097024,125097086,miRNA_primary_transcript,mmu-mir-7045,+
chr6,125095979,125130591,125097165,125130001,+,Chd4,XM_030255054.1,chr6,125097024,125097086,miRNA_primary_transcript,mmu-mir-7045,+
chr6,125095979,125130591,125097165,125130001,+,Chd4,XM_017321295.2,chr6,125097024,125097086,miRNA_primary_transcript,mmu-mir-7045,+
chr6,125095980,125130591,125097165,125130001,+,Chd4,NM_001346610.1,chr6,125097024,125097086,miRNA_primary_transcript,mmu-mir-7045,+
chr6,125095985,125130591,125097165,125130001,+,Chd4,XM_030255053.1,chr6,125097024,125097086,miRNA_primary_transcript,mmu-mir-7045,+
chr6,125095985,125130591,125097165,125130001,+,Chd4,XM_017321294.1,chr6,125097024,125097086,miRNA_primary_transcript,mmu-mir-7045,+
chr6,125095985,125130591,125097165,125130001,+,Chd4,XM_006505287.1,chr6,125097024,125097086,miRNA_primary_transcript,mmu-mir-7045,+
chr6,125095985,125130591,125097165,125130001,+,Chd4,XM_006505286.1,chr6,125097024,125097086,miRNA_primary_transcript,mmu-mir-7045,+
chr6,125095985,125130591,125097165,125130001,+,Chd4,XM_006505285.1,chr6,125097024,125097086,miRNA_primary_transcript,mmu-mir-7045,+
chr6,125095985,125130591,125097165,125130001,+,Chd4,XM_006505281.1,chr6,125097024,125097086,miRNA_primary_transcript,mmu-mir-7045,+
chr6,125096162,125130514,125097165,125130001,+,Chd4,NM_145979.2,chr6,125097024,125097086,miRNA_primary_transcript,mmu-mir-7045,+
chr7,61705849,61927574,61927574,61927574,-,A230057D06Rik,NR_015533.2,chr7,61726249,61726328,miRNA_primary_transcript,mmu-mir-344d-3,-
chr7,61705849,61927574,61927574,61927574,-,A230057D06Rik,NR_015533.2,chr7,61735537,61735602,miRNA_primary_transcript,mmu-mir-344e,-
chr7,61705849,61927574,61927574,61927574,-,A230057D06Rik,NR_015533.2,chr7,61739350,61739409,miRNA_primary_transcript,mmu-mir-344h-1,-
chr7,61705849,61927574,61927574,61927574,-,A230057D06Rik,NR_015533.2,chr7,61742366,61742425,miRNA_primary_transcript,mmu-mir-344h-2,-
chr7,61705849,61927574,61927574,61927574,-,A230057D06Rik,NR_015533.2,chr7,61790519,61790581,miRNA_primary_transcript,mmu-mir-344b,-
chr7,61705849,61927574,61927574,61927574,-,A230057D06Rik,NR_015533.2,chr7,61837311,61837402,miRNA_primary_transcript,mmu-mir-344c,-
chr7,61705849,61927574,61927574,61927574,-,A230057D06Rik,NR_015533.2,chr7,61877770,61877864,miRNA_primary_transcript,mmu-mir-344-1,-
chr7,96171243,96911093,96550076,96906591,+,Tenm4,NM_001310762.1,chr7,96249424,96249532,miRNA_primary_transcript,mmu-mir-708,+
chr7,96171243,96911093,96550076,96906591,+,Tenm4,NM_001310762.1,chr7,96305667,96305765,miRNA_primary_transcript,mmu-mir-6394,+
chr7,96171272,96911093,96436848,96906591,+,Tenm4,XM_030242547.1,chr7,96249424,96249532,miRNA_primary_transcript,mmu-mir-708,+
chr7,96171272,96911093,96436848,96906591,+,Tenm4,XM_030242547.1,chr7,96305667,96305765,miRNA_primary_transcript,mmu-mir-6394,+
chr7,96171272,96911093,96436848,96906591,+,Tenm4,XM_006507806.4,chr7,96249424,96249532,miRNA_primary_transcript,mmu-mir-708,+
chr7,96171272,96911093,96436848,96906591,+,Tenm4,XM_006507806.4,chr7,96305667,96305765,miRNA_primary_transcript,mmu-mir-6394,+
chr7,96209774,96911093,96436848,96906591,+,Tenm4,XM_030242548.1,chr7,96249424,96249532,miRNA_primary_transcript,mmu-mir-708,+
chr7,96209774,96911093,96436848,96906591,+,Tenm4,XM_030242548.1,chr7,96305667,96305765,miRNA_primary_transcript,mmu-mir-6394,+
chr7,96209870,96911093,96436848,96906591,+,Tenm4,XM_030242546.1,chr7,96249424,96249532,miRNA_primary_transcript,mmu-mir-708,+
chr7,96209870,96911093,96436848,96906591,+,Tenm4,XM_030242546.1,chr7,96305667,96305765,miRNA_primary_transcript,mmu-mir-6394,+
chr7,96209870,96911093,96436848,96906591,+,Tenm4,XM_006507804.2,chr7,96249424,96249532,miRNA_primary_transcript,mmu-mir-708,+
chr7,96209870,96911093,96436848,96906591,+,Tenm4,XM_006507804.2,chr7,96305667,96305765,miRNA_primary_transcript,mmu-mir-6394,+
chr7,96209920,96911093,96550076,96906591,+,Tenm4,XM_030242544.1,chr7,96249424,96249532,miRNA_primary_transcript,mmu-mir-708,+
chr7,96209920,96911093,96550076,96906591,+,Tenm4,XM_030242544.1,chr7,96305667,96305765,miRNA_primary_transcript,mmu-mir-6394,+
chr7,96209974,96911093,96550076,96906591,+,Tenm4,XM_030242551.1,chr7,96249424,96249532,miRNA_primary_transcript,mmu-mir-708,+
chr7,96209974,96911093,96550076,96906591,+,Tenm4,XM_030242551.1,chr7,96305667,96305765,miRNA_primary_transcript,mmu-mir-6394,+
chr7,96209974,96911093,96550076,96906591,+,Tenm4,XM_030242545.1,chr7,96249424,96249532,miRNA_primary_transcript,mmu-mir-708,+
chr7,96209974,96911093,96550076,96906591,+,Tenm4,XM_030242545.1,chr7,96305667,96305765,miRNA_primary_transcript,mmu-mir-6394,+
chr7,96209974,96911093,96550076,96906591,+,Tenm4,XM_030242550.1,chr7,96249424,96249532,miRNA_primary_transcript,mmu-mir-708,+
chr7,96209974,96911093,96550076,96906591,+,Tenm4,XM_030242550.1,chr7,96305667,96305765,miRNA_primary_transcript,mmu-mir-6394,+
chr7,96210156,96911093,96550076,96906591,+,Tenm4,XM_030242552.1,chr7,96249424,96249532,miRNA_primary_transcript,mmu-mir-708,+
chr7,96210156,96911093,96550076,96906591,+,Tenm4,XM_030242552.1,chr7,96305667,96305765,miRNA_primary_transcript,mmu-mir-6394,+
chr7,96210162,96911093,96436848,96906591,+,Tenm4,XM_030242549.1,chr7,96249424,96249532,miRNA_primary_transcript,mmu-mir-708,+
chr7,96210162,96911093,96436848,96906591,+,Tenm4,XM_030242549.1,chr7,96305667,96305765,miRNA_primary_transcript,mmu-mir-6394,+
chr7,96210162,96911093,96436848,96906591,+,Tenm4,XM_006507805.2,chr7,96249424,96249532,miRNA_primary_transcript,mmu-mir-708,+
chr7,96210162,96911093,96436848,96906591,+,Tenm4,XM_006507805.2,chr7,96305667,96305765,miRNA_primary_transcript,mmu-mir-6394,+
chr7,96210636,96911093,96436848,96906591,+,Tenm4,NM_011858.4,chr7,96249424,96249532,miRNA_primary_transcript,mmu-mir-708,+
chr7,96210636,96911093,96436848,96906591,+,Tenm4,NM_011858.4,chr7,96305667,96305765,miRNA_primary_transcript,mmu-mir-6394,+
chr7,96211670,96911093,96436848,96906591,+,Tenm4,NM_001310760.1,chr7,96249424,96249532,miRNA_primary_transcript,mmu-mir-708,+
chr7,96211670,96911093,96436848,96906591,+,Tenm4,NM_001310760.1,chr7,96305667,96305765,miRNA_primary_transcript,mmu-mir-6394,+
chr7,96211670,96911093,96436848,96906591,+,Tenm4,XM_006507803.4,chr7,96249424,96249532,miRNA_primary_transcript,mmu-mir-708,+
chr7,96211670,96911093,96436848,96906591,+,Tenm4,XM_006507803.4,chr7,96305667,96305765,miRNA_primary_transcript,mmu-mir-6394,+
chr7,96211670,96911093,96550076,96906591,+,Tenm4,XM_006507807.4,chr7,96249424,96249532,miRNA_primary_transcript,mmu-mir-708,+
chr7,96211670,96911093,96550076,96906591,+,Tenm4,XM_006507807.4,chr7,96305667,96305765,miRNA_primary_transcript,mmu-mir-6394,+
chr7,96211917,96911093,96550076,96906591,+,Tenm4,XM_006507808.4,chr7,96249424,96249532,miRNA_primary_transcript,mmu-mir-708,+
chr7,96211917,96911093,96550076,96906591,+,Tenm4,XM_006507808.4,chr7,96305667,96305765,miRNA_primary_transcript,mmu-mir-6394,+
chr7,6730558,6967220,6961138,6963769,+,Usp29,XM_017322419.2,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,6730558,6967220,6961138,6963769,+,Usp29,XM_017322427.2,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,6730559,6967220,6961138,6963769,+,Usp29,XM_017322428.1,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,6730559,6967220,6961138,6963769,+,Usp29,XM_011250662.2,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,6730559,6967220,6961138,6963769,+,Usp29,XM_017322420.1,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,6730559,6967220,6961138,6963769,+,Usp29,XM_017322424.1,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,6730559,6967220,6961138,6963769,+,Usp29,XM_017322422.1,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,6730559,6967220,6961138,6963769,+,Usp29,XM_017322425.1,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,6730560,6967220,6961138,6963769,+,Usp29,XM_030242840.1,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,6730560,6967220,6961138,6963769,+,Usp29,XM_017322423.1,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,6730560,6967220,6961138,6963769,+,Usp29,XM_017322421.2,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,6730560,6967220,6961138,6963769,+,Usp29,XM_017322417.1,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,6730560,6967220,6961138,6963769,+,Usp29,XM_017322416.1,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,6730560,6967220,6961138,6963769,+,Usp29,XM_030242839.1,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,6730582,6967219,6961159,6963769,+,Usp29,NM_021323.3,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,6730582,6967219,6961159,6963769,+,Usp29,NM_001360502.1,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,6730582,6967219,6961159,6963769,+,Usp29,NM_001360501.1,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,6730582,6967219,6961159,6963769,+,Usp29,NM_001290994.1,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,6730582,6913430,6913430,6913430,+,Usp29,NR_153505.1,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,6730582,6913430,6913430,6913430,+,Usp29,NR_153506.1,chr7,6803587,6803670,miRNA_primary_transcript,mmu-mir-3099,+
chr7,28558818,28576673,28559649,28568237,-,Pak4,XM_017312297.1,chr7,28560925,28560984,miRNA_primary_transcript,mmu-mir-7049,-
chr7,28558818,28598184,28559649,28568237,-,Pak4,XM_017312296.1,chr7,28560925,28560984,miRNA_primary_transcript,mmu-mir-7049,-
chr7,28558818,28598184,28559649,28568237,-,Pak4,NM_027470.3,chr7,28560925,28560984,miRNA_primary_transcript,mmu-mir-7049,-
chr7,29003339,29104651,29003457,29104560,-,Ryr1,XM_030242255.1,chr7,29083636,29083694,miRNA_primary_transcript,mmu-mir-1963,-
chr7,29003339,29125151,29003457,29125015,-,Ryr1,NM_009109.2,chr7,29083636,29083694,miRNA_primary_transcript,mmu-mir-1963,-
chr7,29003339,29125168,29003457,29125015,-,Ryr1,XM_006539692.3,chr7,29083636,29083694,miRNA_primary_transcript,mmu-mir-1963,-
chr7,29003339,29125169,29003457,29125015,-,Ryr1,XM_030242248.1,chr7,29083636,29083694,miRNA_primary_transcript,mmu-mir-1963,-
chr7,29003339,29125169,29003457,29125015,-,Ryr1,XM_030242252.1,chr7,29083636,29083694,miRNA_primary_transcript,mmu-mir-1963,-
chr7,29003339,29125169,29003457,29125015,-,Ryr1,XM_030242250.1,chr7,29083636,29083694,miRNA_primary_transcript,mmu-mir-1963,-
chr7,29003339,29125169,29003457,29125015,-,Ryr1,XM_030242253.1,chr7,29083636,29083694,miRNA_primary_transcript,mmu-mir-1963,-
chr7,29003339,29125169,29003457,29125015,-,Ryr1,XM_030242249.1,chr7,29083636,29083694,miRNA_primary_transcript,mmu-mir-1963,-
chr7,29003339,29125169,29003457,29125015,-,Ryr1,XM_006539688.3,chr7,29083636,29083694,miRNA_primary_transcript,mmu-mir-1963,-
chr7,29003339,29125179,29003457,29125015,-,Ryr1,XM_030242251.1,chr7,29083636,29083694,miRNA_primary_transcript,mmu-mir-1963,-
chr7,29003339,29125179,29003457,29125015,-,Ryr1,XM_006539689.3,chr7,29083636,29083694,miRNA_primary_transcript,mmu-mir-1963,-
chr7,29003339,29125169,29125169,29125169,-,Ryr1,XR_003946422.1,chr7,29083636,29083694,miRNA_primary_transcript,mmu-mir-1963,-
chr7,29005657,29125169,29005845,29125015,-,Ryr1,XM_030242254.1,chr7,29083636,29083694,miRNA_primary_transcript,mmu-mir-1963,-
chr7,29064559,29125169,29064643,29125015,-,Ryr1,XM_030242256.1,chr7,29083636,29083694,miRNA_primary_transcript,mmu-mir-1963,-
chr7,64153834,64269772,64154031,64269130,+,Trpm1,NM_001039104.2,chr7,64205806,64205911,miRNA_primary_transcript,mmu-mir-211,+
chr7,66258744,66388341,66259915,66381548,-,Lrrk1,NM_146191.3,chr7,66381667,66381724,miRNA_primary_transcript,mmu-mir-7057,-
chr7,81523549,81531498,81531498,81531498,+,2900076A07Rik,NR_160675.1,chr7,81529916,81529988,miRNA_primary_transcript,mmu-mir-1839,+
chr7,81523549,81531498,81531498,81531498,+,2900076A07Rik,NR_045299.2,chr7,81529916,81529988,miRNA_primary_transcript,mmu-mir-1839,+
chr7,100869745,100932161,100873399,100931739,-,Arhgef17,NM_001081116.1,chr7,100882306,100882409,miRNA_primary_transcript,mmu-mir-3102,-
chr7,101421690,101512829,101421924,101511663,+,Pde2a,NM_001008548.4,chr7,101475376,101475443,miRNA_primary_transcript,mmu-mir-139,+
chr7,101421690,101512829,101421924,101511663,+,Pde2a,NM_001143848.2,chr7,101475376,101475443,miRNA_primary_transcript,mmu-mir-139,+
chr7,101421690,101512829,101512829,101512829,+,Pde2a,NR_152192.1,chr7,101475376,101475443,miRNA_primary_transcript,mmu-mir-139,+
chr7,101421697,101512819,101451449,101511663,+,Pde2a,XM_006507525.4,chr7,101475376,101475443,miRNA_primary_transcript,mmu-mir-139,+
chr7,135537823,135686294,135538063,135683306,+,Ptpre,NM_001316678.1,chr7,135566162,135566282,miRNA_primary_transcript,mmu-mir-1962,+
